commit	paths	parentCount	cluster	classification	disposition	talariaStatus	predecessors
a946169533c1bb11b8bdaf5b7da3708185a2b237	tools/approval.py;tools/close_preview_tool.py;tools/focus_pane_tool.py;tools/open_preview_tool.py;tools/read_preview_tool.py;toolsets.py	2	M01-merge-integration	merge-integration	merge-integration	predecessor-ledger	desktop-current:D10-merge-parent-integration;cli-current:CLI00-merge-parent-integration
052513f65b6db0b6328dfe8d2c7efb21849fdc3f	agent/agent_init.py;agent/auxiliary_client.py;agent/image_gen_registry.py;agent/manual_compression_feedback.py;agent/model_metadata.py;agent/prompt_builder.py;agent/reasoning_effort.py;agent/relay_llm.py;agent/relay_runtime.py;agent/skill_commands.py;agent/system_prompt.py;agent/tool_guardrails.py;agent/transports/chat_completions.py;agent/transports/codex.py;agent/video_gen_registry.py;agent/web_search_provider.py;agent/web_search_registry.py;apps/shared/src/translucency.ts;cli.py;hermes_state.py;plugins/browser/browser_use/provider.py;plugins/image_gen/krea/__init__.py;plugins/image_gen/openai-codex/__init__.py;plugins/image_gen/openrouter/__init__.py;plugins/model-providers/copilot/__init__.py;plugins/model-providers/custom/__init__.py;plugins/model-providers/deepseek/__init__.py;plugins/model-providers/kimi-coding/__init__.py;plugins/model-providers/meta-ai/__init__.py;plugins/model-providers/nous/__init__.py;plugins/model-providers/ollama-cloud/__init__.py;plugins/model-providers/opencode-zen/__init__.py;plugins/model-providers/upstage/__init__.py;plugins/model-providers/zai/__init__.py;plugins/observability/nemo_relay/__init__.py;plugins/platforms/a2a/tools.py;plugins/platforms/telegram/adapter.py;plugins/video_gen/fal/__init__.py;plugins/web/exa/provider.py;plugins/web/firecrawl/provider.py;plugins/web/keenable/__init__.py;plugins/web/keenable/provider.py;plugins/web/keyless_mcp.py;plugins/web/parallel/provider.py;plugins/web/tavily/provider.py;tools/annotate_preview_tool.py;tools/browser_camofox.py;tools/browser_tool.py;tools/budget_config.py;tools/checkpoint_manager.py;tools/computer_use/schema.py;tools/computer_use/tool.py;tools/drive_preview_tool.py;tools/image_generation_tool.py;tools/memory_tool.py;tools/todo_tool.py;tools/tool_backend_helpers.py;tools/tool_result_storage.py;tools/transcription_tools.py;tools/tts_tool.py;tools/web_tools.py;toolsets.py;ui-tui/packages/hermes-ink/src/ink/components/App.tsx;ui-tui/packages/hermes-ink/src/ink/ink.tsx;ui-tui/packages/hermes-ink/src/ink/terminal.ts	2	M01-merge-integration	merge-integration	merge-integration	predecessor-ledger	authority:C01-canonical-routing;desktop-current:D10-merge-parent-integration;cli-current:CLI00-merge-parent-integration
ba42346e99db4078e83ec6f1c0a16ea7e8c217cf	agent/anthropic_adapter.py;apps/bootstrap-installer/src-tauri/src/powershell.rs;apps/bootstrap-installer/src-tauri/src/update.rs	2	M01-merge-integration	merge-integration	merge-integration	predecessor-ledger	desktop-current:D10-merge-parent-integration;cli-current:CLI00-merge-parent-integration
1017a5627475dd490374abaea895f200a120d7d5	agent/agent_init.py;agent/auxiliary_client.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	cli-current:CLI04-provider-catalog-host-runtime
c01cd26f959fb7c5bb21c89130d1d83c50012d0d	agent/model_metadata.py;agent/reasoning_timeouts.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	cli-current:CLI04-provider-catalog-host-runtime
b577353636992725e79f00487e8c8c725c165ba5	plugins/teams_pipeline/meetings.py;plugins/teams_pipeline/pipeline.py	1	R09-other-client-only	other-client-only	other-client-only	none	none
0fc52b055f08a211b42508b427f68677e5a596db	agent/prompt_caching.py	1	R10-host-runtime	host-only	host-only	none	none
c26357ad6adafc52ea8534bbb5351a761c192c89	agent/prompt_caching.py	1	R10-host-runtime	host-only	host-only	none	none
28a9b6c565b1490aca79c10a6aae6d851a550a84	plugins/model-providers/opencode-free/__init__.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	core-runtime:R07-provider-and-host-runtime;cli-current:CLI04-provider-catalog-host-runtime
ca06b8768999c32f0af2a7bf4542678dd883cf79	plugins/model-providers/opencode-free/__init__.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	core-runtime:R07-provider-and-host-runtime;cli-current:CLI04-provider-catalog-host-runtime
fc9cbc872d8050c22f1192b16bc5ff4aed471e10	agent/agent_init.py	1	R10-host-runtime	host-only	host-only	none	core-runtime:R05-cron-execution-and-retirement
54227416ce1ad0de8b53c85dd994e1b4d0941074	plugins/model-providers/opencode-zen/__init__.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	none
d4d04098a5f9afb526f0995c1eb08648d92095a7	agent/reasoning_effort.py;plugins/model-providers/opencode-free/__init__.py;plugins/model-providers/opencode-zen/__init__.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	none
37da0d4d50fe9b34841f596d285861d34b831e9a	agent/agent_init.py	1	R10-host-runtime	host-only	host-only	none	core-runtime:R02-review-and-subagent-lifecycle
ef04d846e9505388d8eab61b7c6608acb652bf59	agent/agent_init.py	1	R10-host-runtime	host-only	host-only	none	core-runtime:R05-cron-execution-and-retirement
30ccd01ba2a7dbf66e93bdd6f0dada663eff7150	plugins/model-providers/opencode-free/__init__.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	cli-current:CLI04-provider-catalog-host-runtime
17d1095443bb72961fd22dc3bec4743c958a8ffa	agent/agent_init.py;agent/reasoning_effort.py;plugins/model-providers/opencode-free/__init__.py;plugins/model-providers/opencode-zen/__init__.py	2	M01-merge-integration	merge-integration	merge-integration	predecessor-ledger	core-runtime:R09-merge-parent-integration;desktop-current:D10-merge-parent-integration;cli-current:CLI00-merge-parent-integration
624723130b50b64b291b9c538fae5ba3638abca5	agent/model_metadata.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	cli-current:CLI04-provider-catalog-host-runtime
fb27614addac115d55299bc6538ae112fd01f688	agent/codex_responses_adapter.py	1	R01-transcript-and-canonical-state	portable-already-covered	covered-by-predecessor-ledger	rich-transcript-current	core-runtime:R01-compaction-and-transcript-continuity
abf87e7248b0218a56fb7f05be8379c7d19dfa7f	acp_adapter/server.py;acp_adapter/session.py;agent/agent_init.py;agent/anthropic_adapter.py;agent/auxiliary_client.py;agent/chat_completion_helpers.py;agent/copilot_acp_client.py;agent/curator.py;agent/curator_backup.py;agent/empty_response_guard.py;agent/image_gen_registry.py;agent/manual_compression_feedback.py;agent/model_metadata.py;agent/prompt_builder.py;agent/prompt_caching.py;agent/reasoning_effort.py;agent/reasoning_timeouts.py;agent/relay_llm.py;agent/relay_runtime.py;agent/secret_scope.py;agent/skill_commands.py;agent/skill_utils.py;agent/subdirectory_hints.py;agent/system_prompt.py;agent/title_generator.py;agent/tool_guardrails.py;agent/transports/chat_completions.py;agent/transports/codex.py;agent/transports/hermes_tools_mcp_server.py;agent/video_gen_registry.py;agent/web_search_provider.py;agent/web_search_registry.py;apps/bootstrap-installer/src-tauri/src/powershell.rs;apps/bootstrap-installer/src-tauri/src/update.rs;apps/shared/src/backend-scope.ts;apps/shared/src/data-url-read-max.ts;apps/shared/src/index.ts;apps/shared/src/json-rpc-gateway.ts;apps/shared/src/translucency.ts;cli.py;cron/lifecycle_guard.py;hermes_constants.py;hermes_state.py;hermes_state_schema.py;mcp_serve.py;plugins/browser/browser_use/provider.py;plugins/hermes-achievements/dashboard/plugin_api.py;plugins/image_gen/krea/__init__.py;plugins/image_gen/openai-codex/__init__.py;plugins/image_gen/openrouter/__init__.py;plugins/image_gen/xai/__init__.py;plugins/memory/holographic/store.py;plugins/memory/openviking/__init__.py;plugins/model-providers/commandcode/__init__.py;plugins/model-providers/copilot/__init__.py;plugins/model-providers/custom/__init__.py;plugins/model-providers/deepseek/__init__.py;plugins/model-providers/kimi-coding/__init__.py;plugins/model-providers/meta-ai/__init__.py;plugins/model-providers/nous/__init__.py;plugins/model-providers/ollama-cloud/__init__.py;plugins/model-providers/opencode-free/__init__.py;plugins/model-providers/opencode-zen/__init__.py;plugins/model-providers/upstage/__init__.py;plugins/model-providers/zai/__init__.py;plugins/observability/nemo_relay/__init__.py;plugins/platforms/a2a/tools.py;plugins/platforms/discord/adapter.py;plugins/platforms/feishu/adapter.py;plugins/platforms/matrix/adapter.py;plugins/platforms/raft/adapter.py;plugins/platforms/slack/adapter.py;plugins/platforms/telegram/adapter.py;plugins/platforms/telegram/telegram_network.py;plugins/platforms/wecom/adapter.py;plugins/platforms/whatsapp/adapter.py;plugins/plugin_storage.py;plugins/teams_pipeline/cli.py;plugins/teams_pipeline/meetings.py;plugins/teams_pipeline/pipeline.py;plugins/video_gen/fal/__init__.py;plugins/web/exa/provider.py;plugins/web/firecrawl/provider.py;plugins/web/keenable/__init__.py;plugins/web/keenable/provider.py;plugins/web/keyless_mcp.py;plugins/web/parallel/provider.py;plugins/web/tavily/provider.py;providers/base.py;tools/annotate_preview_tool.py;tools/ansi_strip.py;tools/apply_layout_tool.py;tools/approval.py;tools/bot_mode_probe.py;tools/browser_camofox.py;tools/browser_tool.py;tools/budget_config.py;tools/checkpoint_manager.py;tools/clarify_tool.py;tools/close_preview_tool.py;tools/computer_use/browser_route.py;tools/computer_use/cua_backend.py;tools/computer_use/schema.py;tools/computer_use/tool.py;tools/credential_files.py;tools/delegation_live_log.py;tools/drive_preview_tool.py;tools/environments/local.py;tools/file_operations.py;tools/focus_pane_tool.py;tools/image_generation_tool.py;tools/lazy_deps.py;tools/mcp_oauth.py;tools/mcp_oauth_manager.py;tools/mcp_schema_cache.py;tools/memory_tool.py;tools/open_preview_tool.py;tools/plugin_guard.py;tools/read_preview_tool.py;tools/self_repo_guard.py;tools/skill_ledger.py;tools/skill_manager_tool.py;tools/skill_usage.py;tools/skillevaluator_scan.py;tools/skills_hub.py;tools/skills_sync.py;tools/skills_tool.py;tools/subagent_worktree.py;tools/todo_tool.py;tools/tool_backend_helpers.py;tools/tool_result_storage.py;tools/tool_search.py;tools/tour_tool.py;tools/transcription_tools.py;tools/tts_tool.py;tools/web_tools.py;tools/x_search_tool.py;tools/xai_http.py;toolsets.py;ui-tui/packages/hermes-ink/src/entry-exports.ts;ui-tui/packages/hermes-ink/src/ink/ansi-transition.ts;ui-tui/packages/hermes-ink/src/ink/components/App.tsx;ui-tui/packages/hermes-ink/src/ink/ink.tsx;ui-tui/packages/hermes-ink/src/ink/log-update.ts;ui-tui/packages/hermes-ink/src/ink/parse-keypress.ts;ui-tui/packages/hermes-ink/src/ink/screen.ts;ui-tui/packages/hermes-ink/src/ink/terminal.ts;ui-tui/packages/hermes-ink/src/ink/termio/tokenize.ts;ui-tui/src/app/createGatewayEventHandler.ts;ui-tui/src/app/interfaces.ts;ui-tui/src/app/useInputHandlers.ts;ui-tui/src/app/useMainApp.ts;ui-tui/src/components/appLayout.tsx;ui-tui/src/components/appOverlays.tsx;ui-tui/src/components/messageLine.tsx;ui-tui/src/components/prompts.tsx;ui-tui/src/components/textInput.tsx;ui-tui/src/content/hotkeys.ts;ui-tui/src/domain/composerHighlights.ts;ui-tui/src/domain/slash.ts;ui-tui/src/gatewayTypes.ts;ui-tui/src/lib/terminalSetup.ts;ui-tui/src/lib/text.ts;ui-tui/src/types.ts;web/src/lib/api.ts;web/src/lib/cron-job.ts;web/src/lib/keyboard-inset.ts;web/src/pages/ChatPage.tsx;web/src/pages/CronPage.tsx;web/src/pages/ProfilesPage.tsx;web/src/pages/SystemPage.tsx;web/src/pages/WebhooksPage.tsx	2	M01-merge-integration	merge-integration	merge-integration	predecessor-ledger	client-wire:W01-transcript-rewind-carriers;desktop-current:D10-merge-parent-integration;cli-current:CLI00-merge-parent-integration
13fcf2fe38cde19e98b5350dee92143d93a552ab	agent/agent_init.py;agent/codex_responses_adapter.py;agent/model_metadata.py;agent/reasoning_effort.py;cli.py;hermes_state.py;plugins/model-providers/opencode-free/__init__.py;plugins/model-providers/opencode-zen/__init__.py	2	M01-merge-integration	merge-integration	merge-integration	predecessor-ledger	core-runtime:R09-merge-parent-integration;desktop-current:D10-merge-parent-integration;cli-current:CLI00-merge-parent-integration
a2a23a8f7e30e644702459cfe0c4c74897524cfd	agent/compaction_display.py;hermes_state.py;hermes_state_common.py;hermes_state_portability.py	1	R01-transcript-and-canonical-state	portable-already-covered	covered-by-predecessor-ledger	rich-transcript-current	client-wire:W01-transcript-rewind-carriers
5df1d0e113279a892e4eec401a437f443f7a245c	tools/browser_cdp_tool.py;tools/browser_extension_router.py;tools/browser_tool.py	1	R09-other-client-only	other-client-only	other-client-only	none	client-wire:W02-browser-controller
d524cc9a16e13be42762984d21c1e4d19fbce24e	tools/browser_extension_router.py;tools/browser_tool.py	1	R09-other-client-only	other-client-only	other-client-only	none	client-wire:W02-browser-controller
095a1d078c5c1cf7a55d47cafc50179fc463e790	tools/environments/base.py	1	R09-other-client-only	other-client-only	other-client-only	none	client-wire:W02-browser-controller
2039b572f5ea0cf9cefeeb74a640785e25305f03	tools/browser_extension_router.py	1	R09-other-client-only	other-client-only	other-client-only	none	none
a5882058de7db8c34bf6d72f05c42183b08ab46b	tools/browser_extension_router.py	1	R09-other-client-only	other-client-only	other-client-only	none	gateway-platform-current:G02-browser-host
f8e5949f61f2b519ff1b937ff3d6f745a11327b9	agent/model_metadata.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	none
ac8dff4fbcf47a392a3cddcbec068aa05930ab47	agent/auxiliary_client.py	1	R10-host-runtime	host-only	host-only	none	none
1bf8bd2c7d2057de4fdf80236b0b017f7d7097e4	ui-tui/src/lib/model-search-text.ts;web/src/lib/model-search-text.ts	1	R03-model-presentation-pr94	portable-already-covered	merged-to-parent-not-main-uncertified	pr94-parent-merged-not-main-uncertified	desktop-current:D06-model-settings-and-provider-surface;cli-current:CLI05-pr94-model-presentation
01d8562fce28a77362e3e3ce7797f3aae57b1985	agent/model_metadata.py;plugins/model-providers/zai/__init__.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	cli-current:CLI04-provider-catalog-host-runtime
9e36774d77b90982f225c5417c92ee95a1ec9ec9	plugins/platforms/telegram/adapter.py	1	R09-other-client-only	other-client-only	other-client-only	none	none
3841910cee795960fce630a8a34aa5a00f1916ab	plugins/platforms/telegram/adapter.py	1	R09-other-client-only	other-client-only	other-client-only	none	none
30f9955a44ec17f3d07100a008b9c2e2689a16bf	agent/reasoning_effort.py;plugins/model-providers/zai/__init__.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	none
194729c95f573656eb217e8d1e93bce8a0005730	plugins/platforms/telegram/adapter.py	1	R09-other-client-only	other-client-only	other-client-only	none	none
bad2ed866c16357800e569a0b194392b165bd2b2	plugins/platforms/telegram/adapter.py	1	R09-other-client-only	other-client-only	other-client-only	none	none
e5b96fcb10077f0b6ffaa06de6516dfcc510d992	agent/agent_init.py;agent/auxiliary_client.py;agent/bedrock_adapter.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	cli-current:CLI04-provider-catalog-host-runtime
16476fad10e84c52767881d644c235a537e256e6	agent/bedrock_adapter.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	cli-current:CLI04-provider-catalog-host-runtime
41ca67c5b13489272150d1250bb1e4d5a0a19178	agent/auxiliary_client.py;agent/bedrock_adapter.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	cli-current:CLI04-provider-catalog-host-runtime
5cb7b521cfa7a10380834d8e637aa7800441fbe0	agent/agent_init.py;agent/bedrock_adapter.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	cli-current:CLI04-provider-catalog-host-runtime
e26d91dc11ea32f2f1af2c9778d424172f834431	tools/bot_mode_dm.py;tools/bot_mode_probe.py	1	R05-a2a-canonical-transcript	portable-already-covered	covered-by-predecessor-ledger	message-agent-current	authority:C02-a2a-cron
fc72d6c71691a48743dc641aaa6679916c3c8eb0	hermes_state.py;hermes_state_schema.py	1	R10-host-runtime	host-only	host-only	none	none
c45e2b19c3cc1f623a89f7409145223cf65fb238	hermes_state.py	1	R10-host-runtime	host-only	host-only	none	gateway-platform-current:G04-delivery-session-recovery
1c59daaace452d22ee24447bc212b2b2f0ee6db3	hermes_state.py	1	R10-host-runtime	host-only	host-only	none	none
2ea5287da0ed3556110e5e5c88210b41db19ec6d	hermes_state.py	1	R10-host-runtime	host-only	host-only	none	none
ca28a69ada74fe2e4589153adc876a2e002e9a4e	hermes_state.py	1	R10-host-runtime	host-only	host-only	none	none
3bdc2165c3e82b203c43d0187ffa9bb929adf8f5	hermes_state.py	1	R10-host-runtime	host-only	host-only	none	none
ad96d2e2d9257a91bffb5f9d9affbf89a7669284	agent/credits_tracker.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	none
8a949659c3e5705fe6b6e16b611a7600dbf091de	agent/auxiliary_client.py;agent/credits_tracker.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	core-runtime:R07-provider-and-host-runtime
b6bcb3e791c673e63974029bbab40cc9326803ff	agent/auxiliary_client.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	none
e9a7c7aa4dbdc7e522d0fa9c9c8f457c3cf3b37c	plugins/platforms/telegram/adapter.py	1	R09-other-client-only	other-client-only	other-client-only	none	none
27d661e171932c9f292b26c531cda250a27ac8c9	hermes_state.py	1	R10-host-runtime	host-only	host-only	none	none
c914a9ac4be6c0a56d39e113b323387d99cf8d8a	hermes_state.py	1	R10-host-runtime	host-only	host-only	none	none
b3f14c8534424b4d9e59f6a4f35b0bc394aa0cc2	hermes_state.py	1	R10-host-runtime	host-only	host-only	none	none
8de64b1634231ded91e8de67b514ee48e30b9d68	hermes_state.py	1	R10-host-runtime	host-only	host-only	none	none
602c45e45e7631d94d82b1a69601970d66692965	hermes_state.py	1	R10-host-runtime	host-only	host-only	none	none
8779b782b3840c5875dee3efcd82223c4e52cf20	hermes_state.py	1	R10-host-runtime	host-only	host-only	none	none
5777e68b3ded808b1e010a1f0552c6433ae59da7	hermes_state.py	1	R10-host-runtime	host-only	host-only	none	none
1fe8683e58230bf7ee9116bc2d806b3f8fe7a432	hermes_state.py	1	R10-host-runtime	host-only	host-only	none	none
ab3e2f563b7b7cf36723b3fdffedf41e05b76779	plugins/platforms/discord/adapter.py	1	R09-other-client-only	other-client-only	other-client-only	none	none
209e2ebdda9109e84f35833174caf83e55bd79be	plugins/platforms/discord/adapter.py	1	R09-other-client-only	other-client-only	other-client-only	none	none
a444b673ad99a6f13f307e207086b074755bceea	plugins/platforms/telegram/adapter.py	1	R09-other-client-only	other-client-only	other-client-only	none	none
c925cc8eb868708c1799c9f7e40345f07a133e51	plugins/platforms/discord/adapter.py	1	R09-other-client-only	other-client-only	other-client-only	none	none
9154421b11ed3f85583298e4a1e910c2a5a5cec0	plugins/platforms/discord/adapter.py	1	R09-other-client-only	other-client-only	other-client-only	none	none
1db0a7d825ae6e8ca028934406d79b5737f2385d	plugins/platforms/telegram/adapter.py	1	R09-other-client-only	other-client-only	other-client-only	none	none
667c787a1c4b332ea763fb24910268fbd5f7a219	plugins/platforms/telegram/adapter.py	2	M01-merge-integration	merge-integration	merge-integration	predecessor-ledger	cli-current:CLI00-merge-parent-integration;gateway-platform-current:G07-merge-integration
261a4efb90d7dbe4e71786861858f721b4ab730c	plugins/platforms/discord/adapter.py;plugins/platforms/telegram/adapter.py	2	M01-merge-integration	merge-integration	merge-integration	predecessor-ledger	cli-current:CLI00-merge-parent-integration;gateway-platform-current:G07-merge-integration
